epc,FirstSeenTime,LastSeenTime,Channel,PeakRSSI,PhaseAngle,DopplerFreq
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129809642,0,920.625,-57,0.748582624488193,-12.1875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129820072,0,920.625,-57.5,0.779262240245906,-7.3125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129829873,0,920.625,-57.5,0.724038931882023,-4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129841177,0,920.625,-57.5,0.791534086548991,-7.3125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129856505,0,920.625,-57,0.754718547639735,-10.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129867442,0,920.625,-57.5,0.711767085578938,7.3125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129880049,0,920.625,-57,0.748582624488193,-5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129887908,0,920.625,-57.5,0.74244670133665,4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129902937,0,920.625,-58,0.773126317094363,-4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129913335,0,920.625,-57.5,0.785398163397448,-13
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129926284,0,920.625,-57.5,0.71790300873048,12.1875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129935929,0,920.625,-57.5,0.846757394912874,-30.0625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129948084,0,920.625,-57.5,0.828349625458246,-21.125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129957684,0,920.625,-57.5,0.730174855033565,3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129972209,0,920.625,-58,0.803805932852076,-21.125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129979153,0,920.625,-57,0.754718547639735,-4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129990157,0,920.625,-57.5,0.607456392002714,39
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130004182,0,920.625,-57.5,0.754718547639735,-5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130017511,0,920.625,-57.5,0.785398163397448,-10.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130028519,0,920.625,-57.5,0.748582624488193,4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130035530,0,920.625,-57.5,0.66881562351814,23.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130048514,0,920.625,-58,0.816077779155161,-21.125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130061575,0,920.625,-57.5,0.730174855033565,14.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130073479,0,920.625,-57.5,0.785398163397448,-4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130083165,0,920.625,-58,0.74244670133665,10.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130094898,0,920.625,-57.5,0.66881562351814,41.5
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130106697,0,920.625,-58,0.736310778185108,8.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130117729,0,920.625,-58,0.724038931882023,4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130126860,0,920.625,-58,0.625864161457342,34.125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130140854,0,920.625,-57.5,0.730174855033565,0
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130152391,0,920.625,-57,0.69335931612431,16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130163216,0,920.625,-57.5,0.809941856003619,-13
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130175899,0,920.625,-57.5,0.656543777215054,23.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130188587,0,920.625,-57.5,0.74244670133665,3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130197644,0,920.625,-58,0.74244670133665,8.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130211885,0,920.625,-57.5,0.766990393942821,-4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130219765,0,920.625,-57.5,0.748582624488193,-5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130235165,0,920.625,-57.5,0.632000084608884,16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130247075,0,920.625,-58.5,0.674951546669682,19.5
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130258152,0,920.625,-58,0.74244670133665,5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130266430,0,920.625,-57.5,0.760854470791278,3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130281051,0,920.625,-57.5,0.834485548609789,-25.1875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130290645,0,920.625,-58,0.760854470791278,-12.1875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130304369,0,920.625,-57.5,0.803805932852076,-3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130313665,0,920.625,-58,0.846757394912874,-23.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130324636,0,920.625,-57.5,0.754718547639735,7.3125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130337227,0,920.625,-57.5,0.754718547639735,5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130348425,0,920.625,-57.5,0.791534086548991,0
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130359546,0,920.625,-57.5,0.66881562351814,14.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130372474,0,920.625,-58,0.760854470791278,-3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130381901,0,920.625,-57.5,0.754718547639735,5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130394896,0,920.625,-58,0.754718547639735,3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130402606,0,920.625,-58,0.773126317094363,0
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130418047,0,920.625,-58,0.766990393942821,4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130429305,0,920.625,-58,0.730174855033565,14.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130437328,0,920.625,-57,0.791534086548991,-7.3125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130451370,0,920.625,-57,0.748582624488193,-4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237130463762,0,920.625,-57.5,0.803805932852076,-8.9375
FFFF
